GeoFips,GeoName,LineCode,Description,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
31000,Nebraska,1300,      Management of companies and enterprises,13957,15010,15896,17755,17606,17845,17822,17260,17382,19963,21057
31000,Nebraska,1400,      Administrative and support and waste management and remediation services,57970,58198,59710,60510,60261,56520,56543,57394,59421,60995,63481
31000,Nebraska,1500,      Educational services,20286,20405,20761,21227,21484,22404,23185,22821,22813,22863,23489
31000,Nebraska,1600,      Health care and social assistance,117056,118743,121379,125269,127776,128938,130561,132027,139539,139795,140790
31000,Nebraska,1700,"      Arts, entertainment, and recreation",19037,19515,19897,21021,21839,22165,21787,22068,22783,23358,23914
31000,Nebraska,1800,      Accommodation and food services,72137,73301,74353,75500,75360,74274,73954,75441,76841,78188,79046
31000,Nebraska,1900,      Other services (except public administration),63856,64313,64456,65254,64142,64161,64319,65831,66985,67405,68284
31000,Nebraska,2000,    Government and government enterprises,170767,170824,172395,171741,173347,176240,177145,174457,173471,173313,174304
31000,Nebraska,2001,"      Federal, civilian",16616,16396,16300,16012,16194,16581,17367,16692,16714,16527,16693
31000,Nebraska,2002,      Military,14798,14002,13894,13462,13788,13752,13421,13281,13123,12799,12624
31000,Nebraska,2010,      State and local,139353,140426,142201,142267,143365,145907,146357,144484,143634,143987,144987
31000,Nebraska,2011,        State government,34918,35037,35066,35191,34704,35065,34809,33996,34131,34264,34577
31000,Nebraska,2012,        Local government,104435,105389,107135,107076,108661,110842,111548,110488,109503,109723,110410
32000,Nevada,1,Total Private Employment,1295721,1383083,1451008,1484246,1454553,1352754,1314788,1341861,1358727,1399801,1446634
32000,Nevada,10,Total employment,1446547,1539022,1612948,1653194,1629162,1524073,1483883,1508399,1524035,1566463,1614814
32000,Nevada,20,  Wage and salary employment,1192015,1261888,1319652,1333933,1306748,1190979,1155166,1162730,1180454,1208546,1252830
32000,Nevada,40,  Proprietors employment,254532,277134,293296,319261,322414,333094,328717,345669,343581,357917,361984
32000,Nevada,50,    Farm proprietors employment,2710,2699,2641,2732,2867,3026,3254,3387,3567,3607,3653
32000,Nevada,60,    Nonfarm proprietors employment,251822,274435,290655,316529,319547,330068,325463,342282,340014,354310,358331
32000,Nevada,70,  Farm employment,4943,4931,4907,4717,4949,5035,5354,5367,5673,5855,5759
32000,Nevada,80,  Nonfarm employment,1441604,1534091,1608041,1648477,1624213,1519038,1478529,1503032,1518362,1560608,1609055
32000,Nevada,90,    Private nonfarm employment,1290778,1378152,1446101,1479529,1449604,1347719,1309434,1336494,1353054,1393946,1440875
32000,Nevada,100,"      Forestry, fishing, and related activities",1499,1472,1464,1624,1645,1637,1585,1682,1676,1667,1696
32000,Nevada,200,"      Mining, quarrying, and oil and gas extraction",12156,12901,13903,15378,16434,15435,16904,17963,22015,21311,20924
32000,Nevada,300,      Utilities,5224,4762,4755,4704,4829,4740,4534,4357,4231,4168,4108
32000,Nevada,400,      Construction,137322,155679,164652,155407,136836,99879,75701,68439,67910,73068,79815
32000,Nevada,500,      Manufacturing,49234,51734,54148,54392,51987,44466,41675,42490,43619,45696,47057
32000,Nevada,510,        Durable goods manufacturing,33851,35568,37111,36925,35307,29340,27069,27299,27655,28596,28895
32000,Nevada,530,        Nondurable goods manufacturing,15383,16166,17037,17467,16680,15126,14606,15191,15964,17100,18162
32000,Nevada,600,      Wholesale trade,39558,41912,43816,44304,43638,39794,37490,37639,37404,38000,39006
32000,Nevada,700,      Retail trade,150979,158257,164875,168639,166014,155577,152417,155307,158391,163233,168282
32000,Nevada,800,      Transportation and warehousing,45921,49366,53134,57388,57565,54246,53204,55323,58262,59170,62696
32000,Nevada,900,      Information,18796,19404,20024,20965,20043,18100,17646,17578,17854,18430,19387
32000,Nevada,1000,      Finance and insurance,68161,71727,73823,80679,83613,89850,82788,86914,84420,87525,87375
32000,Nevada,1100,      Real estate and rental and leasing,86136,98668,106711,111079,107067,102650,100484,102778,99339,100638,101906
32000,Nevada,1200,"      Professional, scientific, and technical services",76594,79434,84256,88936,87861,82682,81383,81612,82488,85163,86901
32000,Nevada,1300,      Management of companies and enterprises,11744,14472,16760,18906,22193,21569,22136,21629,23067,23770,24574
32000,Nevada,1400,      Administrative and support and waste management and remediation services,95888,103014,109871,109163,102008,92759,95040,100726,102446,106727,111203
32000,Nevada,1500,      Educational services,8381,9560,10628,11820,12569,13168,13942,13975,14151,14741,15371
32000,Nevada,1600,      Health care and social assistance,87634,91487,94963,100398,104921,107042,109586,113032,115561,118706,122764
32000,Nevada,1700,"      Arts, entertainment, and recreation",45261,46994,48480,50680,49917,47068,46560,48603,49327,50254,51636
32000,Nevada,1800,      Accommodation and food services,291814,305964,315237,317021,312584,290134,290991,297117,298016,304983,316355
32000,Nevada,1900,      Other services (except public administration),58476,61345,64601,68046,67880,66923,65368,69330,72877,76696,79819
32000,Nevada,2000,    Government and government enterprises,150826,155939,161940,168948,174609,171319,169095,166538,165308,166662,168180
32000,Nevada,2001,"      Federal, civilian",16810,17035,17076,17118,17511,17915,18743,17750,18243,18381,18121
32000,Nevada,2002,      Military,13832,13859,14053,14672,15686,15940,17002,17848,18300,18608,18550
32000,Nevada,2010,      State and local,120184,125045,130811,137158,141412,137464,133350,130940,128765,129673,131509
32000,Nevada,2011,        State government,30550,31525,32183,33328,35319,36027,35255,35184,34383,34764,35165
32000,Nevada,2012,        Local government,89634,93520,98628,103830,106093,101437,98095,95756,94382,94909,96344
33000,New Hampshire,1,Total Private Employment,721400,735424,742612,754259,750587,726987,716672,724595,729843,740587,751758
33000,New Hampshire,10,Total employment,813275,827338,836230,848972,846252,823258,814397,819906,824761,835279,846705
33000,New Hampshire,20,  Wage and salary employment,644811,649969,656964,660440,658979,635883,630596,634658,640890,647446,656249
33000,New Hampshire,40,  Proprietors employment,168464,177369,179266,188532,187273,187375,183801,185248,183871,187833,190456
33000,New Hampshire,50,    Farm proprietors employment,3328,3327,3265,3968,3979,3997,4048,4041,4061,4124,4126
33000,New Hampshire,60,    Nonfarm proprietors employment,165136,174042,176001,184564,183294,183378,179753,181207,179810,183709,186330
33000,New Hampshire,70,  Farm employment,4630,4575,4396,5050,5158,5136,5173,5271,5512,5784,5788
33000,New Hampshire,80,  Nonfarm employment,808645,822763,831834,843922,841094,818122,809224,814635,819249,829495,840917
33000,New Hampshire,90,    Private nonfarm employment,716770,730849,738216,749209,745429,721851,711499,719324,724331,734803,745970
33000,New Hampshire,100,"      Forestry, fishing, and related activities",3232,3342,3155,3223,3318,3133,2973,2986,3331,3335,3516
33000,New Hampshire,200,"      Mining, quarrying, and oil and gas extraction",927,966,1044,1306,1340,1182,1376,1219,1688,1590,1698
33000,New Hampshire,300,      Utilities,2654,2636,2643,2699,2670,2694,2692,2607,2590,2629,2484
33000,New Hampshire,400,      Construction,59495,62549,62026,59995,57019,52138,48822,48700,48822,49466,50567
33000,New Hampshire,500,      Manufacturing,83662,83687,82279,82210,80181,72724,69938,71189,70662,71068,71986
33000,New Hampshire,510,        Durable goods manufacturing,62519,63277,62029,62386,60939,55257,53215,54352,53285,53187,53432
33000,New Hampshire,530,        Nondurable goods manufacturing,21143,20410,20250,19824,19242,17467,16723,16837,17377,17881,18554
33000,New Hampshire,600,      Wholesale trade,30320,30638,31314,31606,31239,29581,28863,29373,29605,29695,30044
33000,New Hampshire,700,      Retail trade,115285,116316,117325,117396,115198,111390,109224,110021,110629,111388,111277
33000,New Hampshire,800,      Transportation and warehousing,16836,17263,17121,17376,16877,16236,15695,15966,16279,16430,17006
33000,New Hampshire,900,      Information,14734,15208,15096,15081,15388,14941,13818,13766,14566,14539,14685
33000,New Hampshire,1000,      Finance and insurance,36280,37032,37542,39423,40800,41673,40872,42679,42786,43348,43486
33000,New Hampshire,1100,      Real estate and rental and leasing,32016,34773,34055,34559,34222,33798,34633,35693,34909,35630,35812
33000,New Hampshire,1200,"      Professional, scientific, and technical services",49063,51227,52625,55655,56508,54700,54305,54445,54723,56585,57590
33000,New Hampshire,1300,      Management of companies and enterprises,7460,7825,7915,8134,8658,8488,8592,8666,8822,8818,8833
33000,New Hampshire,1400,      Administrative and support and waste management and remediation services,36636,36840,38906,40949,40839,39133,40457,40940,41891,43201,45927
33000,New Hampshire,1500,      Educational services,26095,26406,26428,26501,26746,27025,26852,26524,26833,27812,28641
33000,New Hampshire,1600,      Health care and social assistance,83906,85398,88356,91593,93496,94917,94999,95157,95661,96245,97181
33000,New Hampshire,1700,"      Arts, entertainment, and recreation",19781,19379,19762,20163,20806,20566,20879,21191,21267,21385,21386
33000,New Hampshire,1800,      Accommodation and food services,56523,56907,57616,57646,57444,55645,55923,56904,57767,59544,60583
33000,New Hampshire,1900,      Other services (except public administration),41865,42457,43008,43694,42680,41887,40586,41298,41500,42095,43268
33000,New Hampshire,2000,    Government and government enterprises,91875,91914,93618,94713,95665,96271,97725,95311,94918,94692,94947
33000,New Hampshire,2001,"      Federal, civilian",7929,7920,7933,7813,7821,7801,8046,7427,7400,7400,7413
33000,New Hampshire,2002,      Military,4286,4018,3967,3943,4270,4544,4705,4654,4647,4668,4613
33000,New Hampshire,2010,      State and local,79660,79976,81718,82957,83574,83926,84974,83230,82871,82624,82921
33000,New Hampshire,2011,        State government,24084,23457,24211,24985,25147,24968,26068,25361,24928,24918,25305
33000,New Hampshire,2012,        Local government,55576,56519,57507,57972,58427,58958,58906,57869,57943,57706,57616
34000,New Jersey,1,Total Private Employment,4239488,4315363,4387143,4462219,4456230,4330541,4295393,4375624,4414613,4491834,4546395
34000,New Jersey,10,Total employment,4888349,4971207,5043704,5119334,5115718,4990621,4943820,5000153,5032567,5110401,5165876
34000,New Jersey,20,  Wage and salary employment,4073426,4105791,4140848,4152832,4126107,3968683,3911956,3908751,3940169,3980031,4022164
34000,New Jersey,40,  Proprietors employment,814923,865416,902856,966502,989611,1021938,1031864,1091402,1092398,1130370,1143712
34000,New Jersey,50,    Farm proprietors employment,8849,8717,8517,8907,8613,8444,8344,8221,7929,8015,8019
34000,New Jersey,60,    Nonfarm proprietors employment,806074,856699,894339,957595,980998,1013494,1023520,1083181,1084469,1122355,1135693
34000,New Jersey,70,  Farm employment,16909,16539,16721,16726,15574,15199,15806,15677,17570,16918,17559
34000,New Jersey,80,  Nonfarm employment,4871440,4954668,5026983,5102608,5100144,4975422,4928014,4984476,5014997,5093483,5148317
34000,New Jersey,90,    Private nonfarm employment,4222579,4298824,4370422,4445493,4440656,4315342,4279587,4359947,4397043,4474916,4528836
34000,New Jersey,100,"      Forestry, fishing, and related activities",5414,5521,5515,5768,5864,5928,6266,6067,6209,5752,6501
34000,New Jersey,200,"      Mining, quarrying, and oil and gas extraction",2827,3102,3374,3353,3896,3709,4192,3665,4692,4664,5030
34000,New Jersey,300,      Utilities,15314,14504,14397,13980,12672,12326,15024,14221,14614,14714,14819
34000,New Jersey,400,      Construction,245339,256016,265950,263067,253564,225649,211935,212514,216708,227876,233461
34000,New Jersey,500,      Manufacturing,347842,341561,334011,319823,309435,279967,269136,266080,259297,258160,258994
34000,New Jersey,510,        Durable goods manufacturing,154863,152204,150671,145040,140864,125667,120247,121092,118878,118283,116750
34000,New Jersey,530,        Nondurable goods manufacturing,192979,189357,183340,174783,168571,154300,148889,144988,140419,139877,142244
34000,New Jersey,600,      Wholesale trade,250431,252471,252170,254150,252833,237233,230564,231848,234172,234631,236070
34000,New Jersey,700,      Retail trade,537068,544999,545076,548625,537702,517877,513975,522560,523677,531016,538445
34000,New Jersey,800,      Transportation and warehousing,193606,196264,200664,206032,203699,194484,190607,195148,198027,199912,204884
34000,New Jersey,900,      Information,112996,113430,113352,113516,108229,99463,95286,92981,94731,92730,93333
34000,New Jersey,1000,      Finance and insurance,279875,286524,290219,303677,317456,333630,323427,342143,337567,341438,333808
34000,New Jersey,1100,      Real estate and rental and leasing,206146,224772,235735,247172,247893,246212,252225,260876,254526,260739,261957
34000,New Jersey,1200,"      Professional, scientific, and technical services",392961,399247,409988,431556,437254,422338,419696,426082,428343,437870,444591
34000,New Jersey,1300,      Management of companies and enterprises,66882,68171,74102,74690,79716,80839,77782,82301,84912,88546,84423
34000,New Jersey,1400,      Administrative and support and waste management and remediation services,313564,311253,312807,316539,308820,294874,301424,311511,322248,331317,339964
34000,New Jersey,1500,      Educational services,106543,107440,111918,114463,116189,119253,121207,121350,123921,129192,132523
34000,New Jersey,1600,      Health care and social assistance,507196,521227,534987,550156,560381,567238,577708,584294,594251,604036,613629
34000,New Jersey,1700,"      Arts, entertainment, and recreation",90350,92969,94805,100152,105081,103278,104729,107157,110839,112659,116196
34000,New Jersey,1800,      Accommodation and food services,296403,302879,310371,310834,312048,305765,306422,310122,315894,322811,325133
34000,New Jersey,1900,      Other services (except public administration),251822,256474,260981,267940,267924,265279,257982,269027,272415,276853,285075
34000,New Jersey,2000,    Government and government enterprises,648861,655844,656561,657115,659488,660080,648427,624529,617954,618567,619481
34000,New Jersey,2001,"      Federal, civilian",62784,61846,61409,61766,60252,59899,60524,53902,50893,49589,48999
34000,New Jersey,2002,      Military,26566,24581,24346,24533,24767,25538,25456,25732,25554,25222,25070
34000,New Jersey,2010,      State and local,559511,569417,570806,570816,574469,574643,562447,544895,541507,543756,545412
34000,New Jersey,2011,        State government,153746,158002,156821,156593,157046,156089,154603,150350,146607,145194,143423
34000,New Jersey,2012,        Local government,405765,411415,413985,414223,417423,418554,407844,394545,394900,398562,401989
35000,New Mexico,1,Total Private Employment,808272,830940,864729,894587,894003,858426,842172,849982,854081,862631,874015
35000,New Mexico,10,Total employment,1025878,1049639,1079061,1104526,1107298,1074644,1059607,1063793,1065980,1073485,1082882
35000,New Mexico,20,  Wage and salary employment,830075,845476,868518,878592,881856,849122,837320,837281,839789,846885,853031
35000,New Mexico,40,  Proprietors employment,195803,204163,210543,225934,225442,225522,222287,226512,226191,226600,229851
35000,New Mexico,50,    Farm proprietors employment,15632,15588,15255,18193,18041,18270,19083,20715,21436,21547,21470
35000,New Mexico,60,    Nonfarm proprietors employment,180171,188575,195288,207741,207401,207252,203204,205797,204755,205053,208381
35000,New Mexico,70,  Farm employment,22618,23262,22829,25804,24702,25228,25630,27323,28370,29218,28250
35000,New Mexico,80,  Nonfarm employment,1003260,1026377,1056232,1078722,1082596,1049416,1033977,1036470,1037610,1044267,1054632
35000,New Mexico,90,    Private nonfarm employment,785654,807678,841900,868783,869301,833198,816542,822659,825711,833413,845765
35000,New Mexico,100,"      Forestry, fishing, and related activities",5171,5229,5135,5172,5311,5307,5215,5237,5149,5260,5641
35000,New Mexico,200,"      Mining, quarrying, and oil and gas extraction",19059,21116,23528,24891,28295,24432,27022,28356,34227,36850,39435
35000,New Mexico,300,      Utilities,4042,4074,4122,4451,4564,4801,4565,4508,4542,4623,4612
35000,New Mexico,400,      Construction,68299,73895,79675,80478,77887,67177,61238,59293,57937,59216,59945
35000,New Mexico,500,      Manufacturing,40611,41175,42745,42810,40595,36422,34537,35613,35664,35444,34774
35000,New Mexico,510,        Durable goods manufacturing,27903,28502,29863,29772,28038,24371,23033,23610,23105,22557,21770
35000,New Mexico,530,        Nondurable goods manufacturing,12708,12673,12882,13038,12557,12051,11504,12003,12559,12887,13004
35000,New Mexico,600,      Wholesale trade,26800,27878,28863,28749,28606,26582,26801,26373,26083,26136,26159
35000,New Mexico,700,      Retail trade,113899,115813,116478,118682,117897,113809,110226,111331,111668,112557,113598
35000,New Mexico,800,      Transportation and warehousing,24888,25271,25875,27380,26629,24279,23351,24281,25294,25408,26133
35000,New Mexico,900,      Information,17151,17289,18424,18805,18942,17457,17114,16469,16468,16070,15567
35000,New Mexico,1000,      Finance and insurance,31532,31907,32185,33693,34628,35848,34550,35451,35046,34666,35153
35000,New Mexico,1100,      Real estate and rental and leasing,34836,38266,40436,42998,42557,40380,39916,39833,38412,38437,38678
35000,New Mexico,1200,"      Professional, scientific, and technical services",65996,66766,74267,81912,82032,80366,78331,77473,76057,75807,76505
35000,New Mexico,1300,      Management of companies and enterprises,5347,6349,6428,6073,5906,5587,5406,5504,5457,5514,5504
35000,New Mexico,1400,      Administrative and support and waste management and remediation services,54534,55159,58410,60352,60260,55817,54266,54742,53383,54572,54708
35000,New Mexico,1500,      Educational services,14862,15349,15869,15714,15908,16263,16734,16208,16094,16326,16855
35000,New Mexico,1600,      Health care and social assistance,103494,104958,107797,111692,114683,118041,119378,121489,123078,123434,125250
35000,New Mexico,1700,"      Arts, entertainment, and recreation",20933,21404,21792,22840,23229,23212,22981,23007,23586,23621,23803
35000,New Mexico,1800,      Accommodation and food services,80463,81317,84409,85075,83953,81660,81122,82309,83126,85409,87918
35000,New Mexico,1900,      Other services (except public administration),53737,54463,55462,57016,57419,55758,53789,55182,54440,54063,55527
35000,New Mexico,2000,    Government and government enterprises,217606,218699,214332,209939,213295,216218,217435,213811,211899,210854,208867
35000,New Mexico,2001,"      Federal, civilian",29850,30127,30576,30359,30769,31994,33728,32611,31631,30389,29538
35000,New Mexico,2002,      Military,17426,16258,15764,15118,14277,15252,17136,18057,18178,18350,17563
35000,New Mexico,2010,      State and local,170330,172314,167992,164462,168249,168972,166571,163143,162090,162115,161766
35000,New Mexico,2011,        State government,68574,69014,63689,59518,60958,61193,60408,58306,57523,57775,58152
35000,New Mexico,2012,        Local government,101756,103300,104303,104944,107291,107779,106163,104837,104567,104340,103614
36000,New York,1,Total Private Employment,8985074,9120479,9271038,9530155,9633825,9430407,9424196,9755478,9906442,10097172,10308922
36000,New York,10,Total employment,10484594,10620754,10770702,11041847,11162809,10956711,10955700,11244287,11374471,11555262,11764104
36000,New York,20,  Wage and salary employment,8678898,8733698,8820630,8951859,9017661,8751639,8718528,8821283,8939979,9055536,9232209
36000,New York,40,  Proprietors employment,1805696,1887056,1950072,2089988,2145148,2205072,2237172,2423004,2434492,2499726,2531895
36000,New York,50,    Farm proprietors employment,33587,32944,31639,32263,32649,32482,32328,32281,31467,32230,32247
36000,New York,60,    Nonfarm proprietors employment,1772109,1854112,1918433,2057725,2112499,2172590,2204844,2390723,2403025,2467496,2499648
36000,New York,70,  Farm employment,52888,51964,49355,49698,51645,50833,50457,52103,51173,54775,54826
36000,New York,80,  Nonfarm employment,10431706,10568790,10721347,10992149,11111164,10905878,10905243,11192184,11323298,11500487,11709278
36000,New York,90,    Private nonfarm employment,8932186,9068515,9221683,9480457,9582180,9379574,9373739,9703375,9855269,10042397,10254096
36000,New York,100,"      Forestry, fishing, and related activities",12751,13289,13348,13744,14220,13982,13633,13904,14444,14738,15360
36000,New York,200,"      Mining, quarrying, and oil and gas extraction",9660,9820,10790,12122,13822,12611,14830,13152,17362,16635,17919
36000,New York,300,      Utilities,40474,40504,40167,40091,40802,40843,40153,38957,38132,38843,40651
36000,New York,400,      Construction,467656,481901,499911,519322,523884,484684,456421,462011,471437,487595,506244
36000,New York,500,      Manufacturing,621164,606858,592433,581264,559492,506633,484041,489534,490896,491500,491514
36000,New York,510,        Durable goods manufacturing,353592,348370,344496,340387,331024,296674,282429,287551,285504,284432,283913
36000,New York,530,        Nondurable goods manufacturing,267572,258488,247937,240877,228468,209959,201612,201983,205392,207068,207601
36000,New York,600,      Wholesale trade,387045,389421,391652,393880,387293,366454,361363,371098,372866,374792,376718
36000,New York,700,      Retail trade,1022798,1039795,1045287,1061909,1056738,1026955,1028466,1058376,1073173,1092292,1110766
36000,New York,800,      Transportation and warehousing,314444,321195,326232,337945,338077,325457,318046,332526,348900,357088,373954
36000,New York,900,      Information,303193,308698,306290,304553,302769,289437,290085,297569,300770,302728,307088
36000,New York,1000,      Finance and insurance,687326,704214,722717,769101,805521,823485,806574,871869,867041,876022,881788
36000,New York,1100,      Real estate and rental and leasing,403595,430825,445984,467239,475791,470413,485137,508612,508669,526048,531218
36000,New York,1200,"      Professional, scientific, and technical services",785844,795466,819640,861995,879167,845809,841446,869848,895552,919135,938438
36000,New York,1300,      Management of companies and enterprises,125672,129930,135975,136258,144619,143075,143857,145185,147637,151646,155523
36000,New York,1400,      Administrative and support and waste management and remediation services,528968,534517,542111,556347,558552,534109,543922,569942,578468,592980,601893
36000,New York,1500,      Educational services,377710,383717,395437,401690,410376,415372,426423,431098,442554,451948,462062
36000,New York,1600,      Health care and social assistance,1374643,1390849,1423082,1462820,1484813,1506093,1535962,1560250,1569291,1587283,1620745
36000,New York,1700,"      Arts, entertainment, and recreation",278949,283294,291879,304371,314908,310016,315968,323614,334180,342119,350417
36000,New York,1800,      Accommodation and food services,582434,589854,598403,616703,629110,628065,650179,689683,714200,744548,771504
36000,New York,1900,      Other services (except public administration),607860,614368,620345,639103,642226,636081,617233,656147,669697,674457,700294
36000,New York,2000,    Government and government enterprises,1499520,1500275,1499664,1511692,1528984,1526304,1531504,1488809,1468029,1458090,1455182
36000,New York,2001,"      Federal, civilian",130611,129011,127067,127095,127170,127255,132823,121188,118513,116201,114773
36000,New York,2002,      Military,56362,56229,57590,57085,59942,60058,60240,61102,60339,59347,58273
36000,New York,2010,      State and local,1312547,1315035,1315007,1327512,1341872,1338991,1338441,1306519,1289177,1282542,1282136
36000,New York,2011,        State government,249033,246278,245261,247753,250238,246844,255220,247702,243971,243536,244683
36000,New York,2012,        Local government,1063514,1068757,1069746,1079759,1091634,1092147,1083221,1058817,1045206,1039006,1037453
37000,North Carolina,1,Total Private Employment,4180834,4300420,4454288,4621764,4582405,4377177,4318544,4437788,4500469,4589979,4698080
37000,North Carolina,10,Total employment,4971116,5099801,5259525,5446140,5431631,5236832,5185939,5300707,5361810,5449352,5551746
37000,North Carolina,20,  Wage and salary employment,4091702,4167339,4283089,4390807,4381424,4172938,4128548,4181050,4244301,4308412,4396031
37000,North Carolina,40,  Proprietors employment,879414,932462,976436,1055333,1050207,1063894,1057391,1119657,1117509,1140940,1155715
37000,North Carolina,50,    Farm proprietors employment,44425,41800,40163,44154,43711,43625,43232,42871,42158,42309,41905
37000,North Carolina,60,    Nonfarm proprietors employment,834989,890662,936273,1011179,1006496,1020269,1014159,1076786,1075351,1098631,1113810
37000,North Carolina,70,  Farm employment,68399,63809,63300,66379,64920,63462,63289,65668,62253,64965,66209
37000,North Carolina,80,  Nonfarm employment,4902717,5035992,5196225,5379761,5366711,5173370,5122650,5235039,5299557,5384387,5485537
37000,North Carolina,90,    Private nonfarm employment,4112435,4236611,4390988,4555385,4517485,4313715,4255255,4372120,4438216,4525014,4631871
37000,North Carolina,100,"      Forestry, fishing, and related activities",22512,22977,23047,23547,23581,23722,23706,24153,24622,25332,26201
37000,North Carolina,200,"      Mining, quarrying, and oil and gas extraction",5636,5694,6191,6981,7976,7262,7893,7133,9029,9007,9424
37000,North Carolina,300,      Utilities,14143,13950,13999,13503,13937,13501,13180,13021,13063,13375,14652
37000,North Carolina,400,      Construction,346568,371568,392019,406981,376439,323365,294645,293463,293588,298536,305978
37000,North Carolina,500,      Manufacturing,597455,587249,573660,561138,536800,469127,450095,456345,460470,465282,473437
37000,North Carolina,510,        Durable goods manufacturing,306612,308933,307449,302024,288660,244952,233183,239048,246278,249352,254035
37000,North Carolina,530,        Nondurable goods manufacturing,290843,278316,266211,259114,248140,224175,216912,217297,214192,215930,219402
37000,North Carolina,600,      Wholesale trade,183583,186827,192170,198617,195517,184291,180796,185914,188541,191325,194252
37000,North Carolina,700,      Retail trade,534810,548195,555372,570346,560224,537217,527302,541258,548953,560178,572834
37000,North Carolina,800,      Transportation and warehousing,143828,148376,151776,154612,148880,139556,136245,142464,146658,148828,154533
37000,North Carolina,900,      Information,83657,85389,86060,86818,86183,83314,82179,83894,83996,84539,87474
37000,North Carolina,1000,      Finance and insurance,188783,195963,204921,215778,226425,232885,229022,242176,240598,243470,247011
37000,North Carolina,1100,      Real estate and rental and leasing,168479,187610,202041,222759,224279,216578,218551,223940,218834,223519,226528
37000,North Carolina,1200,"      Professional, scientific, and technical services",246028,255318,271213,291752,297620,289249,290300,298291,306030,313331,322546
37000,North Carolina,1300,      Management of companies and enterprises,64884,68056,71152,73264,78837,76042,75286,79427,83362,80723,83431
37000,North Carolina,1400,      Administrative and support and waste management and remediation services,302728,309537,331093,346539,339534,318350,335898,357924,367456,381150,394634
37000,North Carolina,1500,      Educational services,82628,89931,96162,100305,104917,110564,114007,114054,116325,120637,124186
37000,North Carolina,1600,      Health care and social assistance,436269,455155,484944,514781,524777,531406,526484,530120,535673,544315,550161
37000,North Carolina,1700,"      Arts, entertainment, and recreation",82583,84771,89944,96515,99676,104107,105035,109265,112791,115164,117528
37000,North Carolina,1800,      Accommodation and food services,325166,333629,351250,366298,370642,360129,358538,367987,380800,394624,406339
37000,North Carolina,1900,      Other services (except public administration),282695,286416,293974,304851,301241,293050,286093,301291,307427,311679,320722
37000,North Carolina,2000,    Government and government enterprises,790282,799381,805237,824376,849226,859655,867395,862919,861341,859373,853666
37000,North Carolina,2001,"      Federal, civilian",61597,61858,62448,63384,65591,67645,72125,69700,69851,69299,69014
37000,North Carolina,2002,      Military,124935,126331,127210,130085,137307,142715,144872,143541,140087,136770,132343
37000,North Carolina,2010,      State and local,603750,611192,615579,630907,646328,649295,650398,649678,651403,653304,652309
37000,North Carolina,2011,        State government,192642,193204,195169,201679,204694,208876,212758,215656,215674,215683,214180
37000,North Carolina,2012,        Local government,411108,417988,420410,429228,441634,440419,437640,434022,435729,437621,438129
38000,North Dakota,1,Total Private Employment,370131,379324,387233,398745,408865,407589,415310,441099,476334,494521,513352
38000,North Dakota,10,Total employment,451109,460058,468857,479966,489382,490623,500092,525275,561907,581445,600923
38000,North Dakota,20,  Wage and salary employment,356081,362277,369822,375895,384175,383754,392470,413535,447582,464217,482944
38000,North Dakota,40,  Proprietors employment,95028,97781,99035,104071,105207,106869,107622,111740,114325,117228,117979
38000,North Dakota,50,    Farm proprietors employment,26249,26127,25615,26776,26927,26856,26923,27000,26710,26956,26531
38000,North Dakota,60,    Nonfarm proprietors employment,68779,71654,73420,77295,78280,80013,80699,84740,87615,90272,91448
38000,North Dakota,70,  Farm employment,31094,31347,30227,31900,32137,31238,31652,32316,32970,33563,33814
38000,North Dakota,80,  Nonfarm employment,420015,428711,438630,448066,457245,459385,468440,492959,528937,547882,567109
38000,North Dakota,90,    Private nonfarm employment,339037,347977,357006,366845,376728,376351,383658,408783,443364,460958,479538
38000,North Dakota,100,"      Forestry, fishing, and related activities",3335,3342,3242,3503,3843,4152,4408,4504,4627,4650,4661
38000,North Dakota,200,"      Mining, quarrying, and oil and gas extraction",4343,5000,5737,6417,8855,9030,13429,19340,28688,30593,34608
38000,North Dakota,300,      Utilities,3275,3266,3295,3364,3509,3452,3497,3480,3580,3673,3790
38000,North Dakota,400,      Construction,24754,25652,26889,27915,29626,29877,30021,33556,39333,42561,45213
38000,North Dakota,500,      Manufacturing,25682,26969,27113,27426,27556,24898,23802,25164,26549,26937,27573
38000,North Dakota,510,        Durable goods manufacturing,16862,18110,18372,18463,18735,16320,15428,16739,17810,18188,18644
38000,North Dakota,530,        Nondurable goods manufacturing,8820,8859,8741,8963,8821,8578,8374,8425,8739,8749,8929
38000,North Dakota,600,      Wholesale trade,19386,19886,20221,20496,20977,21349,22140,23909,26319,27686,28588
38000,North Dakota,700,      Retail trade,52247,53800,54951,54706,53997,53640,53776,55307,57532,59959,61673
38000,North Dakota,800,      Transportation and warehousing,13682,13987,14473,14946,15637,16049,16704,20680,25742,27308,29486
38000,North Dakota,900,      Information,8226,8217,8303,8416,8287,8302,8151,7921,7726,7632,7660
38000,North Dakota,1000,      Finance and insurance,20304,20565,20907,22310,23433,24525,24409,25952,25784,26225,26774
38000,North Dakota,1100,      Real estate and rental and leasing,9289,10038,10250,10953,11730,12113,13197,14601,15958,16904,17610
38000,North Dakota,1200,"      Professional, scientific, and technical services",16091,16923,17732,18639,19506,18929,18927,19149,20842,22292,23543
